Subject Area,Presentation Table,Presentation Column,Expression - Presentation Column,Description - Presentation Column,Business Model,Derived logical table,Derived logical column,Description - Derived Logical Column,Expression,Logical Table,Logical Column,Description - Logical Column,Logical Table Source,Expression,Initialization Block,Variable,Database,Physical Catalog,Physical Schema,Physical Table,Alias,Physical Column,Description - Physical Column
OFSAA,Dim Common Coa Tl,COMMON_COA_NAME,,,OFSAA,,,,,Dim Common Coa Tl,COMMON_COA_NAME,,DIM_COMMON_COA_TL,OFSAA."".OFSEPM.DIM_COMMON_COA_TL.COMMON_COA_NAME,,,OFSAA,,OFSEPM,DIM_COMMON_COA_TL,,COMMON_COA_NAME,
OFSAA,Dim Common Coa Tl,CREATED_BY,,,OFSAA,,,,,Dim Common Coa Tl,CREATED_BY,,DIM_COMMON_COA_TL,OFSAA."".OFSEPM.DIM_COMMON_COA_TL.CREATED_BY,,,OFSAA,,OFSEPM,DIM_COMMON_COA_TL,,CREATED_BY,
OFSAA,Dim Common Coa Tl,CREATION_DATE,,,OFSAA,,,,,Dim Common Coa Tl,CREATION_DATE,,DIM_COMMON_COA_TL,OFSAA."".OFSEPM.DIM_COMMON_COA_TL.CREATION_DATE,,,OFSAA,,OFSEPM,DIM_COMMON_COA_TL,,CREATION_DATE,
OFSAA,Dim Common Coa Tl,DESCRIPTION,,,OFSAA,,,,,Dim Common Coa Tl,DESCRIPTION,,DIM_COMMON_COA_TL,OFSAA."".OFSEPM.DIM_COMMON_COA_TL.DESCRIPTION,,,OFSAA,,OFSEPM,DIM_COMMON_COA_TL,,DESCRIPTION,
OFSAA,Dim Common Coa Tl,LANGUAGE,,,OFSAA,,,,,Dim Common Coa Tl,LANGUAGE,,DIM_COMMON_COA_TL,OFSAA."".OFSEPM.DIM_COMMON_COA_TL.LANGUAGE,,,OFSAA,,OFSEPM,DIM_COMMON_COA_TL,,LANGUAGE,
OFSAA,Dim Common Coa Tl,LAST_MODIFIED_BY,,,OFSAA,,,,,Dim Common Coa Tl,LAST_MODIFIED_BY,,DIM_COMMON_COA_TL,OFSAA."".OFSEPM.DIM_COMMON_COA_TL.LAST_MODIFIED_BY,,,OFSAA,,OFSEPM,DIM_COMMON_COA_TL,,LAST_MODIFIED_BY,
OFSAA,Dim Common Coa Tl,LAST_MODIFIED_DATE,,,OFSAA,,,,,Dim Common Coa Tl,LAST_MODIFIED_DATE,,DIM_COMMON_COA_TL,OFSAA."".OFSEPM.DIM_COMMON_COA_TL.LAST_MODIFIED_DATE,,,OFSAA,,OFSEPM,DIM_COMMON_COA_TL,,LAST_MODIFIED_DATE,
OFSAA,Dim General Ledger Tl,CREATED_BY,,,OFSAA,,,,,Dim General Ledger Tl,CREATED_BY,,DIM_GENERAL_LEDGER_TL,OFSAA."".OFSEPM.DIM_GENERAL_LEDGER_TL.CREATED_BY,,,OFSAA,,OFSEPM,DIM_GENERAL_LEDGER_TL,,CREATED_BY,
OFSAA,Dim General Ledger Tl,CREATION_DATE,,,OFSAA,,,,,Dim General Ledger Tl,CREATION_DATE,,DIM_GENERAL_LEDGER_TL,OFSAA."".OFSEPM.DIM_GENERAL_LEDGER_TL.CREATION_DATE,,,OFSAA,,OFSEPM,DIM_GENERAL_LEDGER_TL,,CREATION_DATE,
OFSAA,Dim General Ledger Tl,DESCRIPTION,,,OFSAA,,,,,Dim General Ledger Tl,DESCRIPTION,,DIM_GENERAL_LEDGER_TL,OFSAA."".OFSEPM.DIM_GENERAL_LEDGER_TL.DESCRIPTION,,,OFSAA,,OFSEPM,DIM_GENERAL_LEDGER_TL,,DESCRIPTION,
OFSAA,Dim General Ledger Tl,GL_ACCOUNT_ID,,,OFSAA,,,,,Dim General Ledger Tl,GL_ACCOUNT_ID,,DIM_GENERAL_LEDGER_TL,OFSAA."".OFSEPM.DIM_GENERAL_LEDGER_TL.GL_ACCOUNT_ID,,,OFSAA,,OFSEPM,DIM_GENERAL_LEDGER_TL,,GL_ACCOUNT_ID,
OFSAA,Dim General Ledger Tl,GL_ACCOUNT_NAME,,,OFSAA,,,,,Dim General Ledger Tl,GL_ACCOUNT_NAME,,DIM_GENERAL_LEDGER_TL,OFSAA."".OFSEPM.DIM_GENERAL_LEDGER_TL.GL_ACCOUNT_NAME,,,OFSAA,,OFSEPM,DIM_GENERAL_LEDGER_TL,,GL_ACCOUNT_NAME,
OFSAA,Dim General Ledger Tl,LANGUAGE,,,OFSAA,,,,,Dim General Ledger Tl,LANGUAGE,,DIM_GENERAL_LEDGER_TL,OFSAA."".OFSEPM.DIM_GENERAL_LEDGER_TL.LANGUAGE,,,OFSAA,,OFSEPM,DIM_GENERAL_LEDGER_TL,,LANGUAGE,
OFSAA,Dim General Ledger Tl,LAST_MODIFIED_BY,,,OFSAA,,,,,Dim General Ledger Tl,LAST_MODIFIED_BY,,DIM_GENERAL_LEDGER_TL,OFSAA."".OFSEPM.DIM_GENERAL_LEDGER_TL.LAST_MODIFIED_BY,,,OFSAA,,OFSEPM,DIM_GENERAL_LEDGER_TL,,LAST_MODIFIED_BY,
OFSAA,Dim General Ledger Tl,LAST_MODIFIED_DATE,,,OFSAA,,,,,Dim General Ledger Tl,LAST_MODIFIED_DATE,,DIM_GENERAL_LEDGER_TL,OFSAA."".OFSEPM.DIM_GENERAL_LEDGER_TL.LAST_MODIFIED_DATE,,,OFSAA,,OFSEPM,DIM_GENERAL_LEDGER_TL,,LAST_MODIFIED_DATE,
OFSAA,FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE,,,OFSAA,,,,,FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE,,FTP_CTM_REPORT_EXCHANGE_RATES,OFSAA."".OFSEPM.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE,,,OFSAA,,OFSEPM,FTP_CTM_REPORT_EXCHANGE_RATES,,EXCHANGE_RATE,
OFSAA,FTP_CTM_REPORT_EXCHANGE_RATES,FROM_CURRENCY_CD,,,OFSAA,,,,,FTP_CTM_REPORT_EXCHANGE_RATES,FROM_CURRENCY_CD,,FTP_CTM_REPORT_EXCHANGE_RATES,OFSAA."".OFSEPM.FTP_CTM_REPORT_EXCHANGE_RATES.FROM_CURRENCY_CD,,,OFSAA,,OFSEPM,FTP_CTM_REPORT_EXCHANGE_RATES,,FROM_CURRENCY_CD,
OFSAA,FTP_CTM_REPORT_EXCHANGE_RATES,TO_CURRENCY_CD,,,OFSAA,,,,,FTP_CTM_REPORT_EXCHANGE_RATES,TO_CURRENCY_CD,,FTP_CTM_REPORT_EXCHANGE_RATES,OFSAA."".OFSEPM.FTP_CTM_REPORT_EXCHANGE_RATES.TO_CURRENCY_CD,,,OFSAA,,OFSEPM,FTP_CTM_REPORT_EXCHANGE_RATES,,TO_CURRENCY_CD,
OFSAA,FSI_D_CASA_A,AVG_BOOK_BAL,,,OFSAA,,,,,FSI_D_CASA_A,AVG_BOOK_BAL,,FSI_D_CASA_A,OFSAA."".OFSEPM.FSI_D_CASA_A.AVG_BOOK_BAL,,,OFSAA,,OFSEPM,FSI_D_CASA,FSI_D_CASA_A,AVG_BOOK_BAL,
OFSAA,FSI_D_CASA_A,CHARGE_CREDIT_TRATE,,,OFSAA,,,,,FSI_D_CASA_A,CHARGE_CREDIT_TRATE,,FSI_D_CASA_A,OFSAA."".OFSEPM.FSI_D_CASA_A.CHARGE_CREDIT_TRATE,,,OFSAA,,OFSEPM,FSI_D_CASA,FSI_D_CASA_A,CHARGE_CREDIT_TRATE,
OFSAA,FSI_D_CASA_A,CUR_NET_RATE,,,OFSAA,,,,,FSI_D_CASA_A,CUR_NET_RATE,,FSI_D_CASA_A,OFSAA."".OFSEPM.FSI_D_CASA_A.CUR_NET_RATE,,,OFSAA,,OFSEPM,FSI_D_CASA,FSI_D_CASA_A,CUR_NET_RATE,
OFSAA,FSI_D_CASA_A,ISO_CURRENCY_CD,,,OFSAA,,,,,FSI_D_CASA_A,ISO_CURRENCY_CD,,FSI_D_CASA_A,OFSAA."".OFSEPM.FSI_D_CASA_A.ISO_CURRENCY_CD,,,OFSAA,,OFSEPM,FSI_D_CASA,FSI_D_CASA_A,ISO_CURRENCY_CD,
OFSAA,FSI_D_CASA_A,MATCHED_SPREAD_C,,,OFSAA,,,,,FSI_D_CASA_A,MATCHED_SPREAD_C,,FSI_D_CASA_A,OFSAA."".OFSEPM.FSI_D_CASA_A.MATCHED_SPREAD_C,,,OFSAA,,OFSEPM,FSI_D_CASA,FSI_D_CASA_A,MATCHED_SPREAD_C,
OFSAA,FSI_D_CASA_A,TRANSFER_RATE,,,OFSAA,,,,,FSI_D_CASA_A,TRANSFER_RATE,,FSI_D_CASA_A,OFSAA."".OFSEPM.FSI_D_CASA_A.TRANSFER_RATE,,,OFSAA,,OFSEPM,FSI_D_CASA,FSI_D_CASA_A,TRANSFER_RATE,
OFSAA,FSI_D_CASA_A,Average Book Balance NII,,,OFSAA,FSI_D_CASA_A,Average Book Balance NII,," ROUND( SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FSI_D_CASA_A,AVG_BOOK_BAL
OFSAA,FSI_D_CASA_A,Average Book Balance NII,,,OFSAA,FSI_D_CASA_A,Average Book Balance NII,," ROUND( SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE
OFSAA,FSI_D_CASA_A,Intrest Income NII,,,OFSAA,FSI_D_CASA_A,Intrest Income NII,," SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE / 100, 0) * 31 / 365)",FSI_D_CASA_A,AVG_BOOK_BAL
OFSAA,FSI_D_CASA_A,Intrest Income NII,,,OFSAA,FSI_D_CASA_A,Intrest Income NII,," SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE / 100, 0) * 31 / 365)",FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE
OFSAA,FSI_D_CASA_A,Intrest Income NII,,,OFSAA,FSI_D_CASA_A,Intrest Income NII,," SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE / 100, 0) * 31 / 365)",FSI_D_CASA_A,CUR_NET_RATE
OFSAA,FSI_D_CASA_A,Intrest Rate NII,,,OFSAA,FSI_D_CASA_A,Intrest Rate NII,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE, 0)) /  SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FSI_D_CASA_A,AVG_BOOK_BAL
OFSAA,FSI_D_CASA_A,Intrest Rate NII,,,OFSAA,FSI_D_CASA_A,Intrest Rate NII,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE, 0)) /  SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE
OFSAA,FSI_D_CASA_A,Intrest Rate NII,,,OFSAA,FSI_D_CASA_A,Intrest Rate NII,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE, 0)) /  SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FSI_D_CASA_A,CUR_NET_RATE
OFSAA,FSI_D_CASA_A,Transfer Charge NII,,,OFSAA,FSI_D_CASA_A,Transfer Charge NII,," ROUND( SUM(OFSAA.FSI_D_CASA_A.CHARGE_CREDIT_TRATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE
OFSAA,FSI_D_CASA_A,Transfer Charge NII,,,OFSAA,FSI_D_CASA_A,Transfer Charge NII,," ROUND( SUM(OFSAA.FSI_D_CASA_A.CHARGE_CREDIT_TRATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FSI_D_CASA_A,CHARGE_CREDIT_TRATE
OFSAA,FSI_D_CASA_A,Transfer Rate,,,OFSAA,FSI_D_CASA_A,Transfer Rate,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.TRANSFER_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE, 0)) /  SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FSI_D_CASA_A,AVG_BOOK_BAL
OFSAA,FSI_D_CASA_A,Transfer Rate,,,OFSAA,FSI_D_CASA_A,Transfer Rate,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.TRANSFER_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE, 0)) /  SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE
OFSAA,FSI_D_CASA_A,Transfer Rate,,,OFSAA,FSI_D_CASA_A,Transfer Rate,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.TRANSFER_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE, 0)) /  SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FSI_D_CASA_A,TRANSFER_RATE
OFSAA,FSI_D_CASA_A,Net Intrest Income NII,,,OFSAA,FSI_D_CASA_A,Net Intrest Income NII,," SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE / 100, 0) * 31 / 365) -  SUM(OFSAA.FSI_D_CASA_A.CHARGE_CREDIT_TRATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE)",FSI_D_CASA_A,AVG_BOOK_BAL
OFSAA,FSI_D_CASA_A,Net Intrest Income NII,,,OFSAA,FSI_D_CASA_A,Net Intrest Income NII,," SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE / 100, 0) * 31 / 365) -  SUM(OFSAA.FSI_D_CASA_A.CHARGE_CREDIT_TRATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE)",FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE
OFSAA,FSI_D_CASA_A,Net Intrest Income NII,,,OFSAA,FSI_D_CASA_A,Net Intrest Income NII,," SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE / 100, 0) * 31 / 365) -  SUM(OFSAA.FSI_D_CASA_A.CHARGE_CREDIT_TRATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE)",FSI_D_CASA_A,CHARGE_CREDIT_TRATE
OFSAA,FSI_D_CASA_A,Net Intrest Income NII,,,OFSAA,FSI_D_CASA_A,Net Intrest Income NII,," SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE / 100, 0) * 31 / 365) -  SUM(OFSAA.FSI_D_CASA_A.CHARGE_CREDIT_TRATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE)",FSI_D_CASA_A,CUR_NET_RATE
OFSAA,FSI_D_CASA_A,NII Rate,,,OFSAA,FSI_D_CASA_A,NII Rate,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.MATCHED_SPREAD_C * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE, 0)) /  SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FSI_D_CASA_A,AVG_BOOK_BAL
OFSAA,FSI_D_CASA_A,NII Rate,,,OFSAA,FSI_D_CASA_A,NII Rate,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.MATCHED_SPREAD_C * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE, 0)) /  SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE
OFSAA,FSI_D_CASA_A,NII Rate,,,OFSAA,FSI_D_CASA_A,NII Rate,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.MATCHED_SPREAD_C * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE, 0)) /  SUM(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FSI_D_CASA_A,MATCHED_SPREAD_C
OFSAA,FSI_D_CASA_A,Interest Paid_PFT,,,OFSAA,FSI_D_CASA_A,Interest Paid_PFT,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE / 100, 0) * 31 / 365), 2)",FSI_D_CASA_A,AVG_BOOK_BAL
OFSAA,FSI_D_CASA_A,Interest Paid_PFT,,,OFSAA,FSI_D_CASA_A,Interest Paid_PFT,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE / 100, 0) * 31 / 365), 2)",FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE
OFSAA,FSI_D_CASA_A,Interest Paid_PFT,,,OFSAA,FSI_D_CASA_A,Interest Paid_PFT,," ROUND( SUM( NULLIF(OFSAA.FSI_D_CASA_A.AVG_BOOK_BAL * OFSAA.FSI_D_CASA_A.CUR_NET_RATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE / 100, 0) * 31 / 365), 2)",FSI_D_CASA_A,CUR_NET_RATE
OFSAA,FSI_D_CASA_A,FTP Income_PFT,,,OFSAA,FSI_D_CASA_A,FTP Income_PFT,," ROUND( SUM(OFSAA.FSI_D_CASA_A.CHARGE_CREDIT_TRATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FTP_CTM_REPORT_EXCHANGE_RATES,EXCHANGE_RATE
OFSAA,FSI_D_CASA_A,FTP Income_PFT,,,OFSAA,FSI_D_CASA_A,FTP Income_PFT,," ROUND( SUM(OFSAA.FSI_D_CASA_A.CHARGE_CREDIT_TRATE * OFSAA.FTP_CTM_REPORT_EXCHANGE_RATES.EXCHANGE_RATE), 2)",FSI_D_CASA_A,CHARGE_CREDIT_TRATE
OFSAA,FSI_D_CASA_A,Org Unit Id,,,OFSAA,,,,,FSI_D_CASA_A,Org Unit Id,,FSI_D_CASA_A,OFSAA."".OFSEPM.FSI_D_CASA_A.ORG_UNIT_ID,,,OFSAA,,OFSEPM,FSI_D_CASA,FSI_D_CASA_A,ORG_UNIT_ID,
OFSAA,FSI_D_CREDIT_LINES_A,AVG_BOOK_BAL,,,OFSAA,,,,,FSI_D_CREDIT_LINES_A,AVG_BOOK_BAL,,FSI_D_CREDIT_LINES_A,OFSAA."".OFSEPM.FSI_D_CREDIT_LINES_A.AVG_BOOK_BAL,,,OFSAA,,OFSEPM,FSI_D_CREDIT_LINES,FSI_D_CREDIT_LINES_A,AVG_BOOK_BAL,
OFSAA,FSI_D_CREDIT_LINES_A,CUR_NET_RATE,,,OFSAA,,,,,FSI_D_CREDIT_LINES_A,CUR_NET_RATE,,FSI_D_CREDIT_LINES_A,OFSAA."".OFSEPM.FSI_D_CREDIT_LINES_A.CUR_NET_RATE,,,OFSAA,,OFSEPM,FSI_D_CREDIT_LINES,FSI_D_CREDIT_LINES_A,CUR_NET_RATE,
OFSAA,FSI_D_CREDIT_LINES_A,ISO_CURRENCY_CD,,,OFSAA,,,,,FSI_D_CREDIT_LINES_A,ISO_CURRENCY_CD,,FSI_D_CREDIT_LINES_A,OFSAA."".OFSEPM.FSI_D_CREDIT_LINES_A.ISO_CURRENCY_CD,,,OFSAA,,OFSEPM,FSI_D_CREDIT_LINES,FSI_D_CREDIT_LINES_A,ISO_CURRENCY_CD,
OFSAA,FSI_D_CREDIT_LINES_A,MATCHED_SPREAD_C,,,OFSAA,,,,,FSI_D_CREDIT_LINES_A,MATCHED_SPREAD_C,,FSI_D_CREDIT_LINES_A,OFSAA."".OFSEPM.FSI_D_CREDIT_LINES_A.MATCHED_SPREAD_C,,,OFSAA,,OFSEPM,FSI_D_CREDIT_LINES,FSI_D_CREDIT_LINES_A,MATCHED_SPREAD_C,
OFSAA,FSI_D_CREDIT_LINES_A,TRANSFER_RATE,,,OFSAA,,,,,FSI_D_CREDIT_LINES_A,TRANSFER_RATE,,FSI_D_CREDIT_LINES_A,OFSAA."".OFSEPM.FSI_D_CREDIT_LINES_A.TRANSFER_RATE,,,OFSAA,,OFSEPM,FSI_D_CREDIT_LINES,FSI_D_CREDIT_LINES_A,TRANSFER_RATE,
OFSAA,FSI_D_CREDIT_LINES_A,CHARGE_CREDIT_TRATE,,,OFSAA,,,,,FSI_D_CREDIT_LINES_A,CHARGE_CREDIT_TRATE,,FSI_D_CREDIT_LINES_A,OFSAA."".OFSEPM.FSI_D_CREDIT_LINES_A.CHARGE_CREDIT_TRATE,,,OFSAA,,OFSEPM,FSI_D_CREDIT_LINES,FSI_D_CREDIT_LINES_A,CHARGE_CREDIT_TRATE,
OFSAA,Dim Org Unit TL,Created By,,,OFSAA,,,,,Dim Org Unit Tl,Created By,,DIM_ORG_UNIT_TL,OFSAA."".OFSEPM.DIM_ORG_UNIT_TL.CREATED_BY,,,OFSAA,,OFSEPM,DIM_ORG_UNIT_TL,,CREATED_BY,
OFSAA,Dim Org Unit TL,Creation Date,,,OFSAA,,,,,Dim Org Unit Tl,Creation Date,,DIM_ORG_UNIT_TL,OFSAA."".OFSEPM.DIM_ORG_UNIT_TL.CREATION_DATE,,,OFSAA,,OFSEPM,DIM_ORG_UNIT_TL,,CREATION_DATE,
OFSAA,Dim Org Unit TL,Description,,,OFSAA,,,,,Dim Org Unit Tl,Description,,DIM_ORG_UNIT_TL,OFSAA."".OFSEPM.DIM_ORG_UNIT_TL.DESCRIPTION,,,OFSAA,,OFSEPM,DIM_ORG_UNIT_TL,,DESCRIPTION,
OFSAA,Dim Org Unit TL,Language,,,OFSAA,,,,,Dim Org Unit Tl,Language,,DIM_ORG_UNIT_TL,OFSAA."".OFSEPM.DIM_ORG_UNIT_TL.LANGUAGE,,,OFSAA,,OFSEPM,DIM_ORG_UNIT_TL,,LANGUAGE,
OFSAA,Dim Org Unit TL,Last Modified By,,,OFSAA,,,,,Dim Org Unit Tl,Last Modified By,,DIM_ORG_UNIT_TL,OFSAA."".OFSEPM.DIM_ORG_UNIT_TL.LAST_MODIFIED_BY,,,OFSAA,,OFSEPM,DIM_ORG_UNIT_TL,,LAST_MODIFIED_BY,
OFSAA,Dim Org Unit TL,Last Modified Date,,,OFSAA,,,,,Dim Org Unit Tl,Last Modified Date,,DIM_ORG_UNIT_TL,OFSAA."".OFSEPM.DIM_ORG_UNIT_TL.LAST_MODIFIED_DATE,,,OFSAA,,OFSEPM,DIM_ORG_UNIT_TL,,LAST_MODIFIED_DATE,
OFSAA,Dim Org Unit TL,Org Unit Id,,,OFSAA,,,,,Dim Org Unit Tl,Org Unit Id,,DIM_ORG_UNIT_TL,OFSAA."".OFSEPM.DIM_ORG_UNIT_TL.ORG_UNIT_ID,,,OFSAA,,OFSEPM,DIM_ORG_UNIT_TL,,ORG_UNIT_ID,
OFSAA,Dim Org Unit TL,Org Unit Name,,,OFSAA,,,,,Dim Org Unit Tl,Org Unit Name,,DIM_ORG_UNIT_TL,OFSAA."".OFSEPM.DIM_ORG_UNIT_TL.ORG_UNIT_NAME,,,OFSAA,,OFSEPM,DIM_ORG_UNIT_TL,,ORG_UNIT_NAME,
OFSAA,Ledger Stat,Accum Type Cd,,,OFSAA,,,,,Ledger Stat,Accum Type Cd,,LEDGER_STAT,OFSAA."".OFSEPM.LEDGER_STAT.ACCUM_TYPE_CD,,,OFSAA,,OFSEPM,LEDGER_STAT,,ACCUM_TYPE_CD,
OFSAA,Ledger Stat,Balance Type Cd,,,OFSAA,,,,,Ledger Stat,Balance Type Cd,,LEDGER_STAT,OFSAA."".OFSEPM.LEDGER_STAT.BALANCE_TYPE_CD,,,OFSAA,,OFSEPM,LEDGER_STAT,,BALANCE_TYPE_CD,
OFSAA,Ledger Stat,Common Coa Id,,,OFSAA,,,,,Ledger Stat,Common Coa Id,,LEDGER_STAT,OFSAA."".OFSEPM.LEDGER_STAT.COMMON_COA_ID,,,OFSAA,,OFSEPM,LEDGER_STAT,,COMMON_COA_ID,
OFSAA,Ledger Stat,Consolidation Cd,,,OFSAA,,,,,Ledger Stat,Consolidation Cd,,LEDGER_STAT,OFSAA."".OFSEPM.LEDGER_STAT.CONSOLIDATION_CD,,,OFSAA,,OFSEPM,LEDGER_STAT,,CONSOLIDATION_CD,
