Subject Area,Presentation Table,Presentation Column,Expression - Presentation Column,Description - Presentation Column,Business Model,Derived logical table,Derived logical column,Description - Derived Logical Column,Expression,Logical Table,Logical Column,Description - Logical Column,Logical Table Source,Expression,Initialization Block,Variable,Database,Physical Catalog,Physical Schema,Physical Table,Alias,Physical Column,Description - Physical Column
OFSAA,FSI_D_LOAN_CONTRACTS,Interest Overdue,,,OFSAA,,,,,Fsi D Loan Contracts,Interest Overdue,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.INTEREST_OVERDUE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,INTEREST_OVERDUE,
OFSAA,FSI_D_LOAN_CONTRACTS,Interest Rate Cd,,,OFSAA,,,,,Fsi D Loan Contracts,Interest Rate Cd,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.INTEREST_RATE_CD,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,INTEREST_RATE_CD,
OFSAA,FSI_D_LOAN_CONTRACTS,Investor Nbr,,,OFSAA,,,,,Fsi D Loan Contracts,Investor Nbr,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.INVESTOR_NBR,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,INVESTOR_NBR,
OFSAA,FSI_D_LOAN_CONTRACTS,Irr Capital,,,OFSAA,,,,,Fsi D Loan Contracts,Irr Capital,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.IRR_CAPITAL,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,IRR_CAPITAL,
OFSAA,FSI_D_LOAN_CONTRACTS,Currency,,,OFSAA,,,,,Fsi D Loan Contracts,Currency,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.ISO_CURRENCY_CD,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,ISO_CURRENCY_CD,
OFSAA,FSI_D_LOAN_CONTRACTS,Issue Date,,,OFSAA,,,,,Fsi D Loan Contracts,Issue Date,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.ISSUE_DATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,ISSUE_DATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Item Processing Exp,,,OFSAA,,,,,Fsi D Loan Contracts,Item Processing Exp,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.ITEM_PROCESSING_EXP,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,ITEM_PROCESSING_EXP,
OFSAA,FSI_D_LOAN_CONTRACTS,Joint Account Flg,,,OFSAA,,,,,Fsi D Loan Contracts,Joint Account Flg,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.JOINT_ACCOUNT_FLG,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,JOINT_ACCOUNT_FLG,
OFSAA,FSI_D_LOAN_CONTRACTS,Last Payment Date,,,OFSAA,,,,,Fsi D Loan Contracts,Last Payment Date,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LAST_PAYMENT_DATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LAST_PAYMENT_DATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Last Reprice Date,,,OFSAA,,,,,Fsi D Loan Contracts,Last Reprice Date,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LAST_REPRICE_DATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LAST_REPRICE_DATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Last Update Date C,,,OFSAA,,,,,Fsi D Loan Contracts,Last Update Date C,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LAST_UPDATE_DATE_C,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LAST_UPDATE_DATE_C,
OFSAA,FSI_D_LOAN_CONTRACTS,Legal Entity Id,,,OFSAA,,,,,Fsi D Loan Contracts,Legal Entity Id,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LEGAL_ENTITY_ID,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LEGAL_ENTITY_ID,
OFSAA,FSI_D_LOAN_CONTRACTS,Liq Risk Capital,,,OFSAA,,,,,Fsi D Loan Contracts,Liq Risk Capital,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LIQ_RISK_CAPITAL,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LIQ_RISK_CAPITAL,
OFSAA,FSI_D_LOAN_CONTRACTS,Liquidity Prem Charge Credit,,,OFSAA,,,,,Fsi D Loan Contracts,Liquidity Prem Charge Credit,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LIQUIDITY_PREM_CHARGE_CREDIT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LIQUIDITY_PREM_CHARGE_CREDIT,
OFSAA,FSI_D_LOAN_CONTRACTS,Liquidity Premium Amt,,,OFSAA,,,,,Fsi D Loan Contracts,Liquidity Premium Amt,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LIQUIDITY_PREMIUM_AMT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LIQUIDITY_PREMIUM_AMT,
OFSAA,FSI_D_LOAN_CONTRACTS,Liquidity Premium Rate,,,OFSAA,,,,,Fsi D Loan Contracts,Liquidity Premium Rate,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LIQUIDITY_PREMIUM_RATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LIQUIDITY_PREMIUM_RATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Loan Approve Date,,,OFSAA,,,,,Fsi D Loan Contracts,Loan Approve Date,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LOAN_APPROVE_DATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LOAN_APPROVE_DATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Loan Loss Provision,,,OFSAA,,,,,Fsi D Loan Contracts,Loan Loss Provision,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LOAN_LOSS_PROVISION,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LOAN_LOSS_PROVISION,
OFSAA,FSI_D_LOAN_CONTRACTS,Loan Loss Reserve,,,OFSAA,,,,,Fsi D Loan Contracts,Loan Loss Reserve,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LOAN_LOSS_RESERVE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LOAN_LOSS_RESERVE,
OFSAA,FSI_D_LOAN_CONTRACTS,Lrd Balance,,,OFSAA,,,,,Fsi D Loan Contracts,Lrd Balance,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LRD_BALANCE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LRD_BALANCE,
OFSAA,FSI_D_LOAN_CONTRACTS,Lrd Offset Bal,,,OFSAA,,,,,Fsi D Loan Contracts,Lrd Offset Bal,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.LRD_OFFSET_BAL,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,LRD_OFFSET_BAL,
OFSAA,FSI_D_LOAN_CONTRACTS,Margin,,,OFSAA,,,,,Fsi D Loan Contracts,Margin,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MARGIN,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MARGIN,
OFSAA,FSI_D_LOAN_CONTRACTS,Margin Gross,,,OFSAA,,,,,Fsi D Loan Contracts,Margin Gross,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MARGIN_GROSS,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MARGIN_GROSS,
OFSAA,FSI_D_LOAN_CONTRACTS,Margin T Rate,,,OFSAA,,,,,Fsi D Loan Contracts,Margin T Rate,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MARGIN_T_RATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MARGIN_T_RATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Market Risk Capital,,,OFSAA,,,,,Fsi D Loan Contracts,Market Risk Capital,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MARKET_RISK_CAPITAL,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MARKET_RISK_CAPITAL,
OFSAA,FSI_D_LOAN_CONTRACTS,Market Segment Cd,,,OFSAA,,,,,Fsi D Loan Contracts,Market Segment Cd,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MARKET_SEGMENT_CD,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MARKET_SEGMENT_CD,
OFSAA,FSI_D_LOAN_CONTRACTS,Market Value C,,,OFSAA,,,,,Fsi D Loan Contracts,Market Value C,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MARKET_VALUE_C,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MARKET_VALUE_C,
OFSAA,FSI_D_LOAN_CONTRACTS,Market Value Clean C,,,OFSAA,,,,,Fsi D Loan Contracts,Market Value Clean C,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MARKET_VALUE_CLEAN_C,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MARKET_VALUE_CLEAN_C,
OFSAA,FSI_D_LOAN_CONTRACTS,Matched Spread Alt,,,OFSAA,,,,,Fsi D Loan Contracts,Matched Spread Alt,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MATCHED_SPREAD_ALT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MATCHED_SPREAD_ALT,
OFSAA,FSI_D_LOAN_CONTRACTS,Matched Spread C,,,OFSAA,,,,,Fsi D Loan Contracts,Matched Spread C,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MATCHED_SPREAD_C,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MATCHED_SPREAD_C,
OFSAA,FSI_D_LOAN_CONTRACTS,Maturity Amount,,,OFSAA,,,,,Fsi D Loan Contracts,Maturity Amount,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MATURITY_AMOUNT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MATURITY_AMOUNT,
OFSAA,FSI_D_LOAN_CONTRACTS,Maturity Date,,,OFSAA,,,,,Fsi D Loan Contracts,Maturity Date,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MATURITY_DATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MATURITY_DATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Minimum Balance,,,OFSAA,,,,,Fsi D Loan Contracts,Minimum Balance,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MINIMUM_BALANCE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MINIMUM_BALANCE,
OFSAA,FSI_D_LOAN_CONTRACTS,Misc Alloc Assets,,,OFSAA,,,,,Fsi D Loan Contracts,Misc Alloc Assets,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MISC_ALLOC_ASSETS,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MISC_ALLOC_ASSETS,
OFSAA,FSI_D_LOAN_CONTRACTS,Misc Alloc Liabilities,,,OFSAA,,,,,Fsi D Loan Contracts,Misc Alloc Liabilities,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MISC_ALLOC_LIABILITIES,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MISC_ALLOC_LIABILITIES,
OFSAA,FSI_D_LOAN_CONTRACTS,Misc Asset Chg,,,OFSAA,,,,,Fsi D Loan Contracts,Misc Asset Chg,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MISC_ASSET_CHG,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MISC_ASSET_CHG,
OFSAA,FSI_D_LOAN_CONTRACTS,Misc Liability Cr,,,OFSAA,,,,,Fsi D Loan Contracts,Misc Liability Cr,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MISC_LIABILITY_CR,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MISC_LIABILITY_CR,
OFSAA,FSI_D_LOAN_CONTRACTS,Modified Duration C,,,OFSAA,,,,,Fsi D Loan Contracts,Modified Duration C,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.MODIFIED_DURATION_C,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,MODIFIED_DURATION_C,
OFSAA,FSI_D_LOAN_CONTRACTS,Neg Amrt Amt,,,OFSAA,,,,,Fsi D Loan Contracts,Neg Amrt Amt,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NEG_AMRT_AMT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NEG_AMRT_AMT,
OFSAA,FSI_D_LOAN_CONTRACTS,Neg Amrt Eq Date,,,OFSAA,,,,,Fsi D Loan Contracts,Neg Amrt Eq Date,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NEG_AMRT_EQ_DATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NEG_AMRT_EQ_DATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Neg Amrt Eq Freq,,,OFSAA,,,,,Fsi D Loan Contracts,Neg Amrt Eq Freq,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NEG_AMRT_EQ_FREQ,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NEG_AMRT_EQ_FREQ,
OFSAA,FSI_D_LOAN_CONTRACTS,Neg Amrt Eq Mult,,,OFSAA,,,,,Fsi D Loan Contracts,Neg Amrt Eq Mult,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NEG_AMRT_EQ_MULT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NEG_AMRT_EQ_MULT,
OFSAA,FSI_D_LOAN_CONTRACTS,Neg Amrt Limit,,,OFSAA,,,,,Fsi D Loan Contracts,Neg Amrt Limit,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NEG_AMRT_LIMIT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NEG_AMRT_LIMIT,
OFSAA,FSI_D_LOAN_CONTRACTS,Net Fee Income,,,OFSAA,,,,,Fsi D Loan Contracts,Net Fee Income,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NET_FEE_INCOME,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NET_FEE_INCOME,
OFSAA,FSI_D_LOAN_CONTRACTS,Net Int Margin,,,OFSAA,,,,,Fsi D Loan Contracts,Net Int Margin,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NET_INT_MARGIN,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NET_INT_MARGIN,
OFSAA,FSI_D_LOAN_CONTRACTS,Net Margin Cd,,,OFSAA,,,,,Fsi D Loan Contracts,Net Margin Cd,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NET_MARGIN_CD,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NET_MARGIN_CD,
OFSAA,FSI_D_LOAN_CONTRACTS,Next Finance Date,,,OFSAA,,,,,Fsi D Loan Contracts,Next Finance Date,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NEXT_FINANCE_DATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NEXT_FINANCE_DATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Next Payment Date,,,OFSAA,,,,,Fsi D Loan Contracts,Next Payment Date,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NEXT_PAYMENT_DATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NEXT_PAYMENT_DATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Next Reprice Date,,,OFSAA,,,,,Fsi D Loan Contracts,Next Reprice Date,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NEXT_REPRICE_DATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NEXT_REPRICE_DATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Notch10 Downgrade Cf Impact,,,OFSAA,,,,,Fsi D Loan Contracts,Notch10 Downgrade Cf Impact,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTCH10_DOWNGRADE_CF_IMPACT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTCH10_DOWNGRADE_CF_IMPACT,
OFSAA,FSI_D_LOAN_CONTRACTS,Notch1 Downgrade Cf Impact,,,OFSAA,,,,,Fsi D Loan Contracts,Notch1 Downgrade Cf Impact,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTCH1_DOWNGRADE_CF_IMPACT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTCH1_DOWNGRADE_CF_IMPACT,
OFSAA,FSI_D_LOAN_CONTRACTS,Notch2 Downgrade Cf Impact,,,OFSAA,,,,,Fsi D Loan Contracts,Notch2 Downgrade Cf Impact,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTCH2_DOWNGRADE_CF_IMPACT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTCH2_DOWNGRADE_CF_IMPACT,
OFSAA,FSI_D_LOAN_CONTRACTS,Notch3 Downgrade Cf Impact,,,OFSAA,,,,,Fsi D Loan Contracts,Notch3 Downgrade Cf Impact,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTCH3_DOWNGRADE_CF_IMPACT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTCH3_DOWNGRADE_CF_IMPACT,
OFSAA,FSI_D_LOAN_CONTRACTS,Notch4 Downgrade Cf Impact,,,OFSAA,,,,,Fsi D Loan Contracts,Notch4 Downgrade Cf Impact,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTCH4_DOWNGRADE_CF_IMPACT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTCH4_DOWNGRADE_CF_IMPACT,
OFSAA,FSI_D_LOAN_CONTRACTS,Notch5 Downgrade Cf Impact,,,OFSAA,,,,,Fsi D Loan Contracts,Notch5 Downgrade Cf Impact,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTCH5_DOWNGRADE_CF_IMPACT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTCH5_DOWNGRADE_CF_IMPACT,
OFSAA,FSI_D_LOAN_CONTRACTS,Notch6 Downgrade Cf Impact,,,OFSAA,,,,,Fsi D Loan Contracts,Notch6 Downgrade Cf Impact,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTCH6_DOWNGRADE_CF_IMPACT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTCH6_DOWNGRADE_CF_IMPACT,
OFSAA,FSI_D_LOAN_CONTRACTS,Notch7 Downgrade Cf Impact,,,OFSAA,,,,,Fsi D Loan Contracts,Notch7 Downgrade Cf Impact,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTCH7_DOWNGRADE_CF_IMPACT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTCH7_DOWNGRADE_CF_IMPACT,
OFSAA,FSI_D_LOAN_CONTRACTS,Notch8 Downgrade Cf Impact,,,OFSAA,,,,,Fsi D Loan Contracts,Notch8 Downgrade Cf Impact,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTCH8_DOWNGRADE_CF_IMPACT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTCH8_DOWNGRADE_CF_IMPACT,
OFSAA,FSI_D_LOAN_CONTRACTS,Notch9 Downgrade Cf Impact,,,OFSAA,,,,,Fsi D Loan Contracts,Notch9 Downgrade Cf Impact,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTCH9_DOWNGRADE_CF_IMPACT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTCH9_DOWNGRADE_CF_IMPACT,
OFSAA,FSI_D_LOAN_CONTRACTS,Note Number,,,OFSAA,,,,,Fsi D Loan Contracts,Note Number,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.NOTE_NUMBER,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,NOTE_NUMBER,
OFSAA,FSI_D_LOAN_CONTRACTS,Offset Flg,,,OFSAA,,,,,Fsi D Loan Contracts,Offset Flg,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.OFFSET_FLG,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,OFFSET_FLG,
OFSAA,FSI_D_LOAN_CONTRACTS,Offset Percent,,,OFSAA,,,,,Fsi D Loan Contracts,Offset Percent,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.OFFSET_PERCENT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,OFFSET_PERCENT,
OFSAA,FSI_D_LOAN_CONTRACTS,Op Risk Capital,,,OFSAA,,,,,Fsi D Loan Contracts,Op Risk Capital,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.OP_RISK_CAPITAL,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,OP_RISK_CAPITAL,
OFSAA,FSI_D_LOAN_CONTRACTS,Open Account Flg,,,OFSAA,,,,,Fsi D Loan Contracts,Open Account Flg,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.OPEN_ACCOUNT_FLG,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,OPEN_ACCOUNT_FLG,
OFSAA,FSI_D_LOAN_CONTRACTS,Option Cost,,,OFSAA,,,,,Fsi D Loan Contracts,Option Cost,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.OPTION_COST,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,OPTION_COST,
OFSAA,FSI_D_LOAN_CONTRACTS,Option Start Date,,,OFSAA,,,,,Fsi D Loan Contracts,Option Start Date,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.OPTION_START_DATE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,OPTION_START_DATE,
OFSAA,FSI_D_LOAN_CONTRACTS,Option Type Cd,,,OFSAA,,,,,Fsi D Loan Contracts,Option Type Cd,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.OPTION_TYPE_CD,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,OPTION_TYPE_CD,
OFSAA,FSI_D_LOAN_CONTRACTS,Org Book Bal,,,OFSAA,,,,,Fsi D Loan Contracts,Org Book Bal,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.ORG_BOOK_BAL,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,ORG_BOOK_BAL,
OFSAA,FSI_D_LOAN_CONTRACTS,Org Interest Amt,,,OFSAA,,,,,Fsi D Loan Contracts,Org Interest Amt,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.ORG_INTEREST_AMT,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,ORG_INTEREST_AMT,
OFSAA,FSI_D_LOAN_CONTRACTS,Org Loan To Value,,,OFSAA,,,,,Fsi D Loan Contracts,Org Loan To Value,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.ORG_LOAN_TO_VALUE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,ORG_LOAN_TO_VALUE,
OFSAA,FSI_D_LOAN_CONTRACTS,Org Market Value,,,OFSAA,,,,,Fsi D Loan Contracts,Org Market Value,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.ORG_MARKET_VALUE,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,ORG_MARKET_VALUE,
OFSAA,FSI_D_LOAN_CONTRACTS,Org Net Book Bal C,,,OFSAA,,,,,Fsi D Loan Contracts,Org Net Book Bal C,,FSI_D_LOAN_CONTRACTS,OFSAA."".OFSEPM.FSI_D_LOAN_CONTRACTS.ORG_NET_BOOK_BAL_C,,,OFSAA,,OFSEPM,FSI_D_LOAN_CONTRACTS,,ORG_NET_BOOK_BAL_C,
